gene,category
ENSDARG00000038213,endoplasmic_reticulum
ENSDARG00000097559,endoplasmic_reticulum
ENSDARG00000075931,endoplasmic_reticulum
ENSDARG00000100850,endoplasmic_reticulum
ENSDARG00000014303,endoplasmic_reticulum
ENSDARG00000087349,endoplasmic_reticulum
ENSDARG00000044540,endoplasmic_reticulum
ENSDARG00000052104,endoplasmic_reticulum
ENSDARG00000098224,endoplasmic_reticulum
ENSDARG00000116835,endoplasmic_reticulum
ENSDARG00000069497,endoplasmic_reticulum
ENSDARG00000077584,endoplasmic_reticulum
ENSDARG00000099960,endoplasmic_reticulum
ENSDARG00000058323,endoplasmic_reticulum
ENSDARG00000041071,endoplasmic_reticulum
ENSDARG00000109427,endoplasmic_reticulum
ENSDARG00000101039,endoplasmic_reticulum
ENSDARG00000116886,endoplasmic_reticulum
ENSDARG00000016463,endoplasmic_reticulum
ENSDARG00000019228,endoplasmic_reticulum
ENSDARG00000025555,endoplasmic_reticulum
ENSDARG00000110450,endoplasmic_reticulum
ENSDARG00000103093,endoplasmic_reticulum
ENSDARG00000114160,endoplasmic_reticulum
ENSDARG00000116808,endoplasmic_reticulum
ENSDARG00000044114,endoplasmic_reticulum
ENSDARG00000036915,endoplasmic_reticulum
ENSDARG00000016519,endoplasmic_reticulum
ENSDARG00000115280,endoplasmic_reticulum
ENSDARG00000035569,endoplasmic_reticulum
ENSDARG00000040505,endoplasmic_reticulum
ENSDARG00000054172,endoplasmic_reticulum
ENSDARG00000003208,endoplasmic_reticulum
ENSDARG00000112152,endoplasmic_reticulum
ENSDARG00000035781,endoplasmic_reticulum
ENSDARG00000030630,endoplasmic_reticulum
ENSDARG00000056648,endoplasmic_reticulum
ENSDARG00000026811,endoplasmic_reticulum
ENSDARG00000045190,endoplasmic_reticulum
ENSDARG00000057272,endoplasmic_reticulum
ENSDARG00000103155,endoplasmic_reticulum
ENSDARG00000101019,endoplasmic_reticulum
ENSDARG00000013892,endoplasmic_reticulum
ENSDARG00000062089,endoplasmic_reticulum
ENSDARG00000112722,endoplasmic_reticulum
ENSDARG00000052374,endoplasmic_reticulum
ENSDARG00000010941,endoplasmic_reticulum
ENSDARG00000033533,endoplasmic_reticulum
ENSDARG00000109365,endoplasmic_reticulum
ENSDARG00000056464,endoplasmic_reticulum
ENSDARG00000040002,endoplasmic_reticulum
ENSDARG00000071203,endoplasmic_reticulum
ENSDARG00000042823,endoplasmic_reticulum
ENSDARG00000034757,endoplasmic_reticulum
ENSDARG00000110118,endoplasmic_reticulum
ENSDARG00000038784,endoplasmic_reticulum
ENSDARG00000044596,endoplasmic_reticulum
ENSDARG00000025912,endoplasmic_reticulum
ENSDARG00000105206,endoplasmic_reticulum
ENSDARG00000021991,endoplasmic_reticulum
ENSDARG00000070512,endoplasmic_reticulum
ENSDARG00000113471,endoplasmic_reticulum
ENSDARG00000010347,endoplasmic_reticulum
ENSDARG00000020241,endoplasmic_reticulum
ENSDARG00000110063,endoplasmic_reticulum
ENSDARG00000011233,endoplasmic_reticulum
ENSDARG00000021555,endoplasmic_reticulum
ENSDARG00000058857,endoplasmic_reticulum
ENSDARG00000114095,endoplasmic_reticulum
ENSDARG00000099315,endoplasmic_reticulum
ENSDARG00000102477,endoplasmic_reticulum
ENSDARG00000075726,endoplasmic_reticulum
ENSDARG00000025404,endoplasmic_reticulum
ENSDARG00000087196,endoplasmic_reticulum
ENSDARG00000110737,endoplasmic_reticulum
ENSDARG00000033320,endoplasmic_reticulum
ENSDARG00000053840,endoplasmic_reticulum
ENSDARG00000034568,endoplasmic_reticulum
ENSDARG00000112035,endoplasmic_reticulum
ENSDARG00000006422,endoplasmic_reticulum
ENSDARG00000054746,endoplasmic_reticulum
ENSDARG00000057879,endoplasmic_reticulum
ENSDARG00000115440,endoplasmic_reticulum
ENSDARG00000071212,endoplasmic_reticulum
ENSDARG00000103744,endoplasmic_reticulum
ENSDARG00000028625,endoplasmic_reticulum
ENSDARG00000099554,endoplasmic_reticulum
ENSDARG00000039949,endoplasmic_reticulum
ENSDARG00000044203,endoplasmic_reticulum
ENSDARG00000114368,endoplasmic_reticulum
ENSDARG00000020301,endoplasmic_reticulum
ENSDARG00000117142,endoplasmic_reticulum
ENSDARG00000037455,endoplasmic_reticulum
ENSDARG00000112659,endoplasmic_reticulum
ENSDARG00000002816,endoplasmic_reticulum
ENSDARG00000115886,endoplasmic_reticulum
ENSDARG00000057677,endoplasmic_reticulum
ENSDARG00000038894,endoplasmic_reticulum
ENSDARG00000010010,endoplasmic_reticulum
ENSDARG00000110876,endoplasmic_reticulum
ENSDARG00000114862,endoplasmic_reticulum
ENSDARG00000053010,endoplasmic_reticulum
ENSDARG00000020898,endoplasmic_reticulum
ENSDARG00000043527,endoplasmic_reticulum
ENSDARG00000109634,endoplasmic_reticulum
ENSDARG00000056226,endoplasmic_reticulum
ENSDARG00000115318,endoplasmic_reticulum
ENSDARG00000046133,endoplasmic_reticulum
ENSDARG00000043644,endoplasmic_reticulum
ENSDARG00000053155,endoplasmic_reticulum
ENSDARG00000004492,endoplasmic_reticulum
ENSDARG00000042995,endoplasmic_reticulum
ENSDARG00000112519,endoplasmic_reticulum
ENSDARG00000016886,endoplasmic_reticulum
ENSDARG00000042401,endoplasmic_reticulum
ENSDARG00000039601,endoplasmic_reticulum
ENSDARG00000098902,endoplasmic_reticulum
ENSDARG00000113836,endoplasmic_reticulum
ENSDARG00000035763,endoplasmic_reticulum
ENSDARG00000039892,endoplasmic_reticulum
ENSDARG00000016231,endoplasmic_reticulum
ENSDARG00000103403,endoplasmic_reticulum
ENSDARG00000017321,endoplasmic_reticulum
ENSDARG00000036445,endoplasmic_reticulum
ENSDARG00000028067,endoplasmic_reticulum
ENSDARG00000018491,endoplasmic_reticulum
ENSDARG00000030514,endoplasmic_reticulum
ENSDARG00000109220,endoplasmic_reticulum
ENSDARG00000075954,endoplasmic_reticulum
ENSDARG00000063149,endoplasmic_reticulum
ENSDARG00000069404,endoplasmic_reticulum
ENSDARG00000061738,endoplasmic_reticulum
ENSDARG00000073883,endoplasmic_reticulum
ENSDARG00000109793,endoplasmic_reticulum
ENSDARG00000113598,endoplasmic_reticulum
ENSDARG00000011506,endoplasmic_reticulum
ENSDARG00000076317,endoplasmic_reticulum
ENSDARG00000111345,endoplasmic_reticulum
ENSDARG00000069242,endoplasmic_reticulum
ENSDARG00000076592,endoplasmic_reticulum
ENSDARG00000114459,endoplasmic_reticulum
ENSDARG00000112570,endoplasmic_reticulum
ENSDARG00000060723,endoplasmic_reticulum
ENSDARG00000038826,endoplasmic_reticulum
ENSDARG00000009315,endoplasmic_reticulum
ENSDARG00000074617,endoplasmic_reticulum
ENSDARG00000008593,endoplasmic_reticulum
ENSDARG00000077532,endoplasmic_reticulum
ENSDARG00000090741,endoplasmic_reticulum
ENSDARG00000020224,endoplasmic_reticulum
ENSDARG00000017038,endoplasmic_reticulum
ENSDARG00000117151,endoplasmic_reticulum
ENSDARG00000030832,endoplasmic_reticulum
ENSDARG00000059798,endoplasmic_reticulum
ENSDARG00000043518,endoplasmic_reticulum
ENSDARG00000111965,endoplasmic_reticulum
ENSDARG00000043514,endoplasmic_reticulum
ENSDARG00000114327,endoplasmic_reticulum
ENSDARG00000059308,endoplasmic_reticulum
ENSDARG00000077909,endoplasmic_reticulum
ENSDARG00000110988,endoplasmic_reticulum
ENSDARG00000076052,endoplasmic_reticulum
ENSDARG00000116380,endoplasmic_reticulum
ENSDARG00000063525,endoplasmic_reticulum
ENSDARG00000115539,endoplasmic_reticulum
ENSDARG00000037062,endoplasmic_reticulum
ENSDARG00000018096,endoplasmic_reticulum
ENSDARG00000013009,endoplasmic_reticulum
ENSDARG00000074564,endoplasmic_reticulum
ENSDARG00000015290,endoplasmic_reticulum
ENSDARG00000052734,endoplasmic_reticulum
ENSDARG00000109336,endoplasmic_reticulum
ENSDARG00000041107,endoplasmic_reticulum
ENSDARG00000110312,endoplasmic_reticulum
ENSDARG00000017141,endoplasmic_reticulum
ENSDARG00000004051,endoplasmic_reticulum
ENSDARG00000039878,endoplasmic_reticulum
ENSDARG00000060094,endoplasmic_reticulum
ENSDARG00000113227,endoplasmic_reticulum
ENSDARG00000035607,endoplasmic_reticulum
ENSDARG00000100633,endoplasmic_reticulum
ENSDARG00000102114,endoplasmic_reticulum
ENSDARG00000060197,endoplasmic_reticulum
ENSDARG00000014674,endoplasmic_reticulum
ENSDARG00000100559,endoplasmic_reticulum
ENSDARG00000115324,endoplasmic_reticulum
ENSDARG00000074129,endoplasmic_reticulum
ENSDARG00000056005,endoplasmic_reticulum
ENSDARG00000063026,endoplasmic_reticulum
ENSDARG00000060515,endoplasmic_reticulum
ENSDARG00000075530,endoplasmic_reticulum
ENSDARG00000074428,endoplasmic_reticulum
ENSDARG00000040984,endoplasmic_reticulum
ENSDARG00000020447,endoplasmic_reticulum
ENSDARG00000043307,endoplasmic_reticulum
ENSDARG00000010773,endoplasmic_reticulum
ENSDARG00000080006,endoplasmic_reticulum
ENSDARG00000102221,endoplasmic_reticulum
ENSDARG00000012144,endoplasmic_reticulum
ENSDARG00000035986,endoplasmic_reticulum
ENSDARG00000059835,endoplasmic_reticulum
ENSDARG00000079122,endoplasmic_reticulum
ENSDARG00000109756,endoplasmic_reticulum
ENSDARG00000055066,endoplasmic_reticulum
ENSDARG00000045159,endoplasmic_reticulum
ENSDARG00000117124,endoplasmic_reticulum
ENSDARG00000013542,endoplasmic_reticulum
ENSDARG00000100876,endoplasmic_reticulum
ENSDARG00000060926,endoplasmic_reticulum
ENSDARG00000011909,endoplasmic_reticulum
ENSDARG00000073792,endoplasmic_reticulum
ENSDARG00000113459,endoplasmic_reticulum
ENSDARG00000077546,endoplasmic_reticulum
ENSDARG00000057027,endoplasmic_reticulum
ENSDARG00000070006,endoplasmic_reticulum
ENSDARG00000033537,endoplasmic_reticulum
ENSDARG00000114754,endoplasmic_reticulum
ENSDARG00000058730,endoplasmic_reticulum
ENSDARG00000113421,endoplasmic_reticulum
ENSDARG00000008413,endoplasmic_reticulum
ENSDARG00000115219,endoplasmic_reticulum
ENSDARG00000010524,endoplasmic_reticulum
ENSDARG00000063330,endoplasmic_reticulum
ENSDARG00000013721,endoplasmic_reticulum
ENSDARG00000040111,endoplasmic_reticulum
ENSDARG00000111175,endoplasmic_reticulum
ENSDARG00000103692,endoplasmic_reticulum
ENSDARG00000017367,endoplasmic_reticulum
ENSDARG00000111215,endoplasmic_reticulum
ENSDARG00000019951,endoplasmic_reticulum
ENSDARG00000055027,endoplasmic_reticulum
ENSDARG00000001776,endoplasmic_reticulum
ENSDARG00000069807,endoplasmic_reticulum
ENSDARG00000061723,endoplasmic_reticulum
ENSDARG00000113304,endoplasmic_reticulum
ENSDARG00000062297,endoplasmic_reticulum
ENSDARG00000017982,endoplasmic_reticulum
ENSDARG00000013881,endoplasmic_reticulum
ENSDARG00000077256,endoplasmic_reticulum
ENSDARG00000115322,endoplasmic_reticulum
ENSDARG00000057708,endoplasmic_reticulum
ENSDARG00000059824,endoplasmic_reticulum
ENSDARG00000077950,endoplasmic_reticulum
ENSDARG00000111290,endoplasmic_reticulum
ENSDARG00000074661,endoplasmic_reticulum
ENSDARG00000018846,endoplasmic_reticulum
ENSDARG00000063319,endoplasmic_reticulum
ENSDARG00000057255,endoplasmic_reticulum
ENSDARG00000115893,endoplasmic_reticulum
ENSDARG00000044010,endoplasmic_reticulum
ENSDARG00000078259,endoplasmic_reticulum
ENSDARG00000114927,endoplasmic_reticulum
ENSDARG00000054793,endoplasmic_reticulum
ENSDARG00000059804,endoplasmic_reticulum
ENSDARG00000005652,endoplasmic_reticulum
ENSDARG00000078618,endoplasmic_reticulum
ENSDARG00000113168,endoplasmic_reticulum
ENSDARG00000062785,endoplasmic_reticulum
ENSDARG00000042780,endoplasmic_reticulum
ENSDARG00000102105,endoplasmic_reticulum
ENSDARG00000061061,endoplasmic_reticulum
ENSDARG00000103026,endoplasmic_reticulum
ENSDARG00000113758,endoplasmic_reticulum
ENSDARG00000062341,endoplasmic_reticulum
ENSDARG00000088207,endoplasmic_reticulum
ENSDARG00000032079,endoplasmic_reticulum
ENSDARG00000034714,endoplasmic_reticulum
ENSDARG00000045574,endoplasmic_reticulum
ENSDARG00000033364,endoplasmic_reticulum
ENSDARG00000037008,endoplasmic_reticulum
ENSDARG00000006491,endoplasmic_reticulum
ENSDARG00000109952,endoplasmic_reticulum
ENSDARG00000112415,endoplasmic_reticulum
ENSDARG00000040523,endoplasmic_reticulum
ENSDARG00000059811,endoplasmic_reticulum
ENSDARG00000117140,endoplasmic_reticulum
ENSDARG00000014655,endoplasmic_reticulum
ENSDARG00000117119,endoplasmic_reticulum
ENSDARG00000100047,endoplasmic_reticulum
ENSDARG00000060252,endoplasmic_reticulum
ENSDARG00000076870,endoplasmic_reticulum
ENSDARG00000056121,endoplasmic_reticulum
ENSDARG00000116580,endoplasmic_reticulum
ENSDARG00000022832,endoplasmic_reticulum
ENSDARG00000117207,endoplasmic_reticulum
ENSDARG00000055092,endoplasmic_reticulum
ENSDARG00000074757,endoplasmic_reticulum
ENSDARG00000097421,endoplasmic_reticulum
ENSDARG00000105549,endoplasmic_reticulum
ENSDARG00000095821,endoplasmic_reticulum
ENSDARG00000052787,endoplasmic_reticulum
ENSDARG00000111641,endoplasmic_reticulum
ENSDARG00000040553,endoplasmic_reticulum
ENSDARG00000060153,endoplasmic_reticulum
ENSDARG00000114064,endoplasmic_reticulum
ENSDARG00000059743,endoplasmic_reticulum
ENSDARG00000041199,endoplasmic_reticulum
ENSDARG00000111299,endoplasmic_reticulum
ENSDARG00000016088,endoplasmic_reticulum
ENSDARG00000059630,endoplasmic_reticulum
ENSDARG00000037069,endoplasmic_reticulum
ENSDARG00000067670,endoplasmic_reticulum
ENSDARG00000112005,endoplasmic_reticulum
ENSDARG00000056092,endoplasmic_reticulum
ENSDARG00000102204,endoplasmic_reticulum
ENSDARG00000030824,endoplasmic_reticulum
ENSDARG00000063559,endoplasmic_reticulum
ENSDARG00000008858,endoplasmic_reticulum
ENSDARG00000004952,endoplasmic_reticulum
ENSDARG00000069013,endoplasmic_reticulum
ENSDARG00000031136,endoplasmic_reticulum
ENSDARG00000111773,endoplasmic_reticulum
ENSDARG00000090002,endoplasmic_reticulum
ENSDARG00000104089,endoplasmic_reticulum
ENSDARG00000014239,endoplasmic_reticulum
ENSDARG00000040192,endoplasmic_reticulum
ENSDARG00000039378,endoplasmic_reticulum
ENSDARG00000113764,endoplasmic_reticulum
ENSDARG00000110051,endoplasmic_reticulum
ENSDARG00000088740,endoplasmic_reticulum
ENSDARG00000060442,endoplasmic_reticulum
ENSDARG00000068128,endoplasmic_reticulum
ENSDARG00000114787,endoplasmic_reticulum
ENSDARG00000098451,endoplasmic_reticulum
ENSDARG00000078094,endoplasmic_reticulum
ENSDARG00000052072,endoplasmic_reticulum
ENSDARG00000059298,endoplasmic_reticulum
ENSDARG00000004261,endoplasmic_reticulum
ENSDARG00000012126,endoplasmic_reticulum
ENSDARG00000058733,endoplasmic_reticulum
ENSDARG00000007207,endoplasmic_reticulum
ENSDARG00000058022,endoplasmic_reticulum
ENSDARG00000058445,endoplasmic_reticulum
ENSDARG00000110176,endoplasmic_reticulum
ENSDARG00000091658,endoplasmic_reticulum
ENSDARG00000104347,endoplasmic_reticulum
ENSDARG00000062955,endoplasmic_reticulum
ENSDARG00000045414,endoplasmic_reticulum
ENSDARG00000071345,endoplasmic_reticulum
ENSDARG00000101317,endoplasmic_reticulum
ENSDARG00000070097,endoplasmic_reticulum
ENSDARG00000052535,endoplasmic_reticulum
ENSDARG00000061405,endoplasmic_reticulum
ENSDARG00000070452,endoplasmic_reticulum
ENSDARG00000071004,endoplasmic_reticulum
ENSDARG00000017813,endoplasmic_reticulum
ENSDARG00000063177,endoplasmic_reticulum
ENSDARG00000114083,endoplasmic_reticulum
ENSDARG00000103915,endoplasmic_reticulum
ENSDARG00000020758,endoplasmic_reticulum
ENSDARG00000061354,endoplasmic_reticulum
ENSDARG00000063187,endoplasmic_reticulum
ENSDARG00000036636,endoplasmic_reticulum
ENSDARG00000099923,endoplasmic_reticulum
ENSDARG00000101139,endoplasmic_reticulum
ENSDARG00000059746,endoplasmic_reticulum
ENSDARG00000058830,endoplasmic_reticulum
ENSDARG00000071872,endoplasmic_reticulum
ENSDARG00000031720,endoplasmic_reticulum
ENSDARG00000098079,endoplasmic_reticulum
ENSDARG00000096382,endoplasmic_reticulum
ENSDARG00000020371,endoplasmic_reticulum
ENSDARG00000059806,endoplasmic_reticulum
ENSDARG00000044074,endoplasmic_reticulum
ENSDARG00000017255,endoplasmic_reticulum
ENSDARG00000063563,endoplasmic_reticulum
ENSDARG00000071233,endoplasmic_reticulum
ENSDARG00000063030,endoplasmic_reticulum
ENSDARG00000100823,endoplasmic_reticulum
ENSDARG00000036282,endoplasmic_reticulum
ENSDARG00000052567,endoplasmic_reticulum
ENSDARG00000076568,endoplasmic_reticulum
ENSDARG00000005139,endoplasmic_reticulum
ENSDARG00000090063,endoplasmic_reticulum
ENSDARG00000069996,endoplasmic_reticulum
ENSDARG00000020730,endoplasmic_reticulum
ENSDARG00000016357,endoplasmic_reticulum
ENSDARG00000116737,endoplasmic_reticulum
ENSDARG00000061741,endoplasmic_reticulum
ENSDARG00000045275,endoplasmic_reticulum
ENSDARG00000052110,endoplasmic_reticulum
ENSDARG00000104280,endoplasmic_reticulum
ENSDARG00000095623,endoplasmic_reticulum
ENSDARG00000115283,endoplasmic_reticulum
ENSDARG00000024325,endoplasmic_reticulum
ENSDARG00000110459,endoplasmic_reticulum
ENSDARG00000069135,endoplasmic_reticulum
ENSDARG00000068138,endoplasmic_reticulum
ENSDARG00000078186,endoplasmic_reticulum
ENSDARG00000036541,endoplasmic_reticulum
ENSDARG00000079946,endoplasmic_reticulum
ENSDARG00000099183,endoplasmic_reticulum
ENSDARG00000075209,endoplasmic_reticulum
ENSDARG00000076991,endoplasmic_reticulum
ENSDARG00000069105,endoplasmic_reticulum
ENSDARG00000086183,endoplasmic_reticulum
ENSDARG00000014967,endoplasmic_reticulum
ENSDARG00000112036,endoplasmic_reticulum
ENSDARG00000075170,endoplasmic_reticulum
ENSDARG00000112028,endoplasmic_reticulum
ENSDARG00000058178,endoplasmic_reticulum
ENSDARG00000069314,endoplasmic_reticulum
ENSDARG00000112510,endoplasmic_reticulum
ENSDARG00000074763,endoplasmic_reticulum
ENSDARG00000115449,endoplasmic_reticulum
ENSDARG00000079059,endoplasmic_reticulum
ENSDARG00000071082,endoplasmic_reticulum
ENSDARG00000112774,endoplasmic_reticulum
ENSDARG00000101018,endoplasmic_reticulum
ENSDARG00000097556,endoplasmic_reticulum
ENSDARG00000078132,endoplasmic_reticulum
ENSDARG00000058579,endoplasmic_reticulum
ENSDARG00000061560,endoplasmic_reticulum
ENSDARG00000079532,endoplasmic_reticulum
ENSDARG00000105362,endoplasmic_reticulum
ENSDARG00000052558,endoplasmic_reticulum
ENSDARG00000111556,endoplasmic_reticulum
ENSDARG00000053836,endoplasmic_reticulum
ENSDARG00000022795,endoplasmic_reticulum
ENSDARG00000011821,endoplasmic_reticulum
ENSDARG00000063438,endoplasmic_reticulum
ENSDARG00000061375,endoplasmic_reticulum
ENSDARG00000075501,endoplasmic_reticulum
ENSDARG00000111042,endoplasmic_reticulum
ENSDARG00000112793,endoplasmic_reticulum
ENSDARG00000099563,endoplasmic_reticulum
ENSDARG00000061161,endoplasmic_reticulum
ENSDARG00000053896,endoplasmic_reticulum
ENSDARG00000060637,endoplasmic_reticulum
ENSDARG00000038728,endoplasmic_reticulum
ENSDARG00000079244,endoplasmic_reticulum
ENSDARG00000075525,endoplasmic_reticulum
ENSDARG00000113042,endoplasmic_reticulum
ENSDARG00000057743,endoplasmic_reticulum
ENSDARG00000086481,endoplasmic_reticulum
ENSDARG00000036929,endoplasmic_reticulum
ENSDARG00000110709,endoplasmic_reticulum
ENSDARG00000076296,endoplasmic_reticulum
ENSDARG00000062465,endoplasmic_reticulum
ENSDARG00000116609,endoplasmic_reticulum
ENSDARG00000058603,endoplasmic_reticulum
ENSDARG00000068888,endoplasmic_reticulum
ENSDARG00000002916,endoplasmic_reticulum
ENSDARG00000101952,endoplasmic_reticulum
ENSDARG00000056080,endoplasmic_reticulum
ENSDARG00000074149,endoplasmic_reticulum
ENSDARG00000096701,endoplasmic_reticulum
ENSDARG00000068934,endoplasmic_reticulum
ENSDARG00000113835,endoplasmic_reticulum
ENSDARG00000062846,endoplasmic_reticulum
ENSDARG00000029039,endoplasmic_reticulum
ENSDARG00000074185,endoplasmic_reticulum
ENSDARG00000055856,endoplasmic_reticulum
ENSDARG00000094003,endoplasmic_reticulum
ENSDARG00000078964,endoplasmic_reticulum
ENSDARG00000098641,endoplasmic_reticulum
ENSDARG00000111152,endoplasmic_reticulum
ENSDARG00000053917,endoplasmic_reticulum
ENSDARG00000076632,endoplasmic_reticulum
ENSDARG00000100186,endoplasmic_reticulum
ENSDARG00000008322,endoplasmic_reticulum
ENSDARG00000102861,endoplasmic_reticulum
ENSDARG00000076202,endoplasmic_reticulum
ENSDARG00000079143,endoplasmic_reticulum
ENSDARG00000073741,endoplasmic_reticulum
ENSDARG00000075369,endoplasmic_reticulum
ENSDARG00000077880,endoplasmic_reticulum
ENSDARG00000062598,endoplasmic_reticulum
ENSDARG00000079414,endoplasmic_reticulum
ENSDARG00000114745,endoplasmic_reticulum
ENSDARG00000075606,endoplasmic_reticulum
ENSDARG00000038270,endoplasmic_reticulum
ENSDARG00000091058,endoplasmic_reticulum
ENSDARG00000101507,endoplasmic_reticulum
ENSDARG00000114120,endoplasmic_reticulum
ENSDARG00000088079,endoplasmic_reticulum
ENSDARG00000103050,endoplasmic_reticulum
ENSDARG00000105578,endoplasmic_reticulum
ENSDARG00000074794,endoplasmic_reticulum
ENSDARG00000115463,endoplasmic_reticulum
ENSDARG00000042851,endoplasmic_reticulum
ENSDARG00000035699,endoplasmic_reticulum
ENSDARG00000020820,endoplasmic_reticulum
ENSDARG00000115987,endoplasmic_reticulum
ENSDARG00000102808,endoplasmic_reticulum
ENSDARG00000009001,endoplasmic_reticulum
ENSDARG00000051957,endoplasmic_reticulum
ENSDARG00000010145,endoplasmic_reticulum
ENSDARG00000074727,endoplasmic_reticulum
ENSDARG00000058270,endoplasmic_reticulum
ENSDARG00000079308,endoplasmic_reticulum
ENSDARG00000022853,endoplasmic_reticulum
ENSDARG00000115072,endoplasmic_reticulum
ENSDARG00000091169,endoplasmic_reticulum
ENSDARG00000110177,endoplasmic_reticulum
ENSDARG00000112966,endoplasmic_reticulum
ENSDARG00000116507,endoplasmic_reticulum
ENSDARG00000017809,endoplasmic_reticulum
ENSDARG00000031387,endoplasmic_reticulum
ENSDARG00000013704,endoplasmic_reticulum
ENSDARG00000014572,endoplasmic_reticulum
ENSDARG00000002365,endoplasmic_reticulum
ENSDARG00000070435,endoplasmic_reticulum
ENSDARG00000112097,endoplasmic_reticulum
ENSDARG00000053070,endoplasmic_reticulum
ENSDARG00000078328,endoplasmic_reticulum
ENSDARG00000025904,endoplasmic_reticulum
ENSDARG00000071906,endoplasmic_reticulum
ENSDARG00000023220,endoplasmic_reticulum
ENSDARG00000113864,endoplasmic_reticulum
ENSDARG00000032802,endoplasmic_reticulum
ENSDARG00000033662,endoplasmic_reticulum
ENSDARG00000037647,endoplasmic_reticulum
ENSDARG00000099973,endoplasmic_reticulum
ENSDARG00000099753,endoplasmic_reticulum
ENSDARG00000025554,endoplasmic_reticulum
ENSDARG00000007480,endoplasmic_reticulum
ENSDARG00000019008,endoplasmic_reticulum
ENSDARG00000039270,endoplasmic_reticulum
ENSDARG00000012021,endoplasmic_reticulum
ENSDARG00000035577,endoplasmic_reticulum
ENSDARG00000032780,endoplasmic_reticulum
ENSDARG00000092154,endoplasmic_reticulum
ENSDARG00000100409,endoplasmic_reticulum
ENSDARG00000105208,endoplasmic_reticulum
ENSDARG00000074466,endoplasmic_reticulum
ENSDARG00000056186,endoplasmic_reticulum
ENSDARG00000023820,endoplasmic_reticulum
ENSDARG00000045421,endoplasmic_reticulum
ENSDARG00000051921,endoplasmic_reticulum
ENSDARG00000115862,endoplasmic_reticulum
ENSDARG00000044935,endoplasmic_reticulum
ENSDARG00000115001,endoplasmic_reticulum
ENSDARG00000017261,endoplasmic_reticulum
ENSDARG00000111194,endoplasmic_reticulum
ENSDARG00000078592,endoplasmic_reticulum
ENSDARG00000012829,endoplasmic_reticulum
ENSDARG00000003635,endoplasmic_reticulum
ENSDARG00000017047,endoplasmic_reticulum
ENSDARG00000113602,endoplasmic_reticulum
ENSDARG00000045946,endoplasmic_reticulum
ENSDARG00000078854,endoplasmic_reticulum
ENSDARG00000030265,endoplasmic_reticulum
ENSDARG00000035273,endoplasmic_reticulum
ENSDARG00000110747,endoplasmic_reticulum
ENSDARG00000092071,endoplasmic_reticulum
ENSDARG00000115065,endoplasmic_reticulum
ENSDARG00000076689,endoplasmic_reticulum
ENSDARG00000079369,endoplasmic_reticulum
ENSDARG00000060725,endoplasmic_reticulum
ENSDARG00000029689,endoplasmic_reticulum
ENSDARG00000060484,endoplasmic_reticulum
ENSDARG00000061854,endoplasmic_reticulum
ENSDARG00000063191,endoplasmic_reticulum
ENSDARG00000061214,endoplasmic_reticulum
ENSDARG00000063387,endoplasmic_reticulum
ENSDARG00000059699,endoplasmic_reticulum
ENSDARG00000069980,endoplasmic_reticulum
ENSDARG00000060398,endoplasmic_reticulum
ENSDARG00000058716,endoplasmic_reticulum
ENSDARG00000101010,endoplasmic_reticulum
ENSDARG00000011975,endoplasmic_reticulum
ENSDARG00000088699,endoplasmic_reticulum
ENSDARG00000111206,endoplasmic_reticulum
ENSDARG00000076238,endoplasmic_reticulum
ENSDARG00000011743,endoplasmic_reticulum
ENSDARG00000045753,endoplasmic_reticulum
ENSDARG00000116569,endoplasmic_reticulum
ENSDARG00000053583,endoplasmic_reticulum
ENSDARG00000059534,endoplasmic_reticulum
ENSDARG00000058992,endoplasmic_reticulum
ENSDARG00000024314,endoplasmic_reticulum
ENSDARG00000101585,endoplasmic_reticulum
ENSDARG00000061778,endoplasmic_reticulum
ENSDARG00000041703,endoplasmic_reticulum
ENSDARG00000115474,endoplasmic_reticulum
ENSDARG00000008184,endoplasmic_reticulum
ENSDARG00000006944,endoplasmic_reticulum
ENSDARG00000045065,endoplasmic_reticulum
ENSDARG00000004581,endoplasmic_reticulum
ENSDARG00000075383,endoplasmic_reticulum
ENSDARG00000112712,endoplasmic_reticulum
ENSDARG00000031382,endoplasmic_reticulum
ENSDARG00000112622,endoplasmic_reticulum
ENSDARG00000061124,endoplasmic_reticulum
ENSDARG00000060638,endoplasmic_reticulum
ENSDARG00000021177,endoplasmic_reticulum
ENSDARG00000078676,endoplasmic_reticulum
ENSDARG00000103516,endoplasmic_reticulum
ENSDARG00000101062,endoplasmic_reticulum
ENSDARG00000032298,endoplasmic_reticulum
ENSDARG00000060282,endoplasmic_reticulum
ENSDARG00000017569,endoplasmic_reticulum
ENSDARG00000069828,endoplasmic_reticulum
ENSDARG00000111391,endoplasmic_reticulum
ENSDARG00000100752,endoplasmic_reticulum
ENSDARG00000088663,endoplasmic_reticulum
ENSDARG00000088140,endoplasmic_reticulum
ENSDARG00000070140,endoplasmic_reticulum
ENSDARG00000029057,endoplasmic_reticulum
ENSDARG00000023318,endoplasmic_reticulum
ENSDARG00000014854,endoplasmic_reticulum
ENSDARG00000104375,endoplasmic_reticulum
ENSDARG00000063268,endoplasmic_reticulum
ENSDARG00000019549,endoplasmic_reticulum
ENSDARG00000115796,endoplasmic_reticulum
ENSDARG00000094752,endoplasmic_reticulum
ENSDARG00000113621,endoplasmic_reticulum
